timestamp,tollID,company,charge
2022-01-02 08:56:00,MO09,MO,2.70
2022-01-02 09:06:00,KO09,KO,2.05
2022-01-02 09:12:00,OO06,OO,3.50
2022-01-02 09:16:00,AM06,AM,3.60
2022-01-02 09:26:00,AM01,AM,2.00
2022-01-02 09:30:00,NO05,NO,3.25
2022-01-02 09:55:00,NO01,NO,3.85
2022-01-02 10:02:00,EG10,EG,0.90
2022-01-02 10:16:00,GE02,GE,14.70
2022-01-02 10:26:00,NAO18,NAO,2.50
2022-01-02 10:35:00,EG30,EG,1.50
2022-01-02 11:33:00,NO01,NO,3.85
2022-01-02 12:18:00,EG06,EG,1.70
2022-01-02 12:30:00,NO10,NO,4.20
2022-01-02 13:07:00,NAO21,NAO,2.50
2022-01-02 13:09:00,EG09,EG,0.90
2022-01-02 13:20:00,NO10,NO,4.20
2022-01-02 13:29:00,OO04,OO,2.40
2022-01-02 13:46:00,EG29,EG,1.50
2022-01-02 13:51:00,AM01,AM,2.00
2022-01-02 13:51:00,NAO10,NAO,2.50
2022-01-02 14:09:00,EG26,EG,1.80
2022-01-02 15:22:00,NAO32,NAO,2.50
2022-01-02 15:59:00,AM06,AM,3.60
2022-01-02 16:31:00,NO13,NO,4.15
2022-01-02 16:32:00,KO10,KO,2.05
2022-01-02 16:48:00,EG29,EG,1.50
2022-01-02 16:50:00,NO05,NO,3.25
2022-01-02 16:56:00,AM08,AM,2.80
2022-01-02 17:13:00,EG33,EG,2.00
2022-01-02 17:41:00,EG11,EG,0.50
2022-01-02 18:29:00,EG11,EG,0.50
2022-01-02 18:48:00,MO08,MO,3.15
2022-01-02 18:57:00,EG10,EG,0.90
2022-01-02 19:21:00,AM08,AM,2.80
2022-01-02 19:41:00,EG09,EG,0.90
2022-01-02 19:58:00,EG28,EG,1.40
2022-01-02 19:59:00,NO05,NO,3.25
2022-01-02 20:09:00,EG01,EG,3.00
2022-01-02 20:57:00,AM05,AM,3.60
2022-01-02 21:31:00,OO01,OO,2.30
2022-01-02 22:51:00,EG19,EG,1.40
2022-01-02 22:57:00,NO06,NO,3.25
2022-01-02 23:20:00,KO07,KO,1.85
2022-01-02 23:22:00,NAO38,NAO,2.50
2022-01-02 23:29:00,OO10,OO,2.50
2022-01-02 23:30:00,NAO39,NAO,2.50
2022-01-02 23:43:00,KO02,KO,3.40
2022-01-03 00:13:00,OO04,OO,2.40
2022-01-03 00:40:00,NAO23,NAO,2.50
2022-01-03 00:41:00,OO02,OO,2.30
2022-01-03 02:00:00,OO10,OO,2.50
2022-01-03 02:06:00,KO01,KO,3.40
2022-01-03 02:30:00,AM03,AM,2.20
2022-01-03 02:34:00,NO01,NO,3.85
2022-01-03 02:36:00,EG05,EG,1.70
2022-01-03 03:05:00,NAO17,NAO,2.50
2022-01-03 03:07:00,NAO28,NAO,2.50
2022-01-03 03:24:00,AM08,AM,2.80
2022-01-03 04:11:00,NAO18,NAO,2.50
2022-01-03 04:13:00,NAO05,NAO,2.50
2022-01-03 04:26:00,EG34,EG,2.00
2022-01-03 04:28:00,AM01,AM,2.00
2022-01-03 05:33:00,KO07,KO,1.85
2022-01-03 05:40:00,NAO06,NAO,2.50
2022-01-03 06:15:00,KO07,KO,1.85
2022-01-03 06:23:00,NAO10,NAO,2.50
2022-01-03 06:36:00,AM03,AM,2.20
2022-01-03 06:51:00,OO05,OO,3.50
2022-01-03 07:12:00,OO08,OO,1.90
2022-01-03 07:26:00,MO08,MO,3.15
2022-01-03 07:43:00,EG21,EG,1.60
2022-01-03 08:22:00,OO10,OO,2.50
2022-01-03 08:31:00,NAO06,NAO,2.50
2022-01-03 08:46:00,NAO05,NAO,2.50
2022-01-03 08:49:00,OO10,OO,2.50
2022-01-03 08:59:00,EG04,EG,1.20
2022-01-03 09:46:00,EG21,EG,1.60
2022-01-03 10:07:00,NAO07,NAO,2.50
2022-01-03 10:10:00,KO07,KO,1.85
2022-01-03 10:33:00,NAO20,NAO,2.50
2022-01-03 10:38:00,NO10,NO,4.20
2022-01-03 11:00:00,EG17,EG,2.10
2022-01-03 11:40:00,EG28,EG,1.40
2022-01-03 11:51:00,NAO36,NAO,2.50
2022-01-03 12:30:00,KO10,KO,2.05
2022-01-03 12:56:00,OO05,OO,3.50
2022-01-03 13:06:00,AM06,AM,3.60
2022-01-03 13:28:00,NO13,NO,4.15
2022-01-03 13:42:00,NAO22,NAO,2.50
2022-01-03 15:21:00,KO10,KO,2.05
2022-01-03 15:37:00,KO04,KO,2.95
2022-01-03 15:40:00,NAO25,NAO,2.50
2022-01-03 16:23:00,NAO30,NAO,2.50
2022-01-03 16:32:00,NAO26,NAO,2.50
2022-01-03 16:55:00,NAO24,NAO,2.50
2022-01-03 17:02:00,NAO03,NAO,2.50
2022-01-03 17:05:00,AM06,AM,3.60
2022-01-03 17:17:00,NAO31,NAO,2.50
2022-01-03 17:36:00,NAO06,NAO,2.50
2022-01-03 17:42:00,KO08,KO,1.85
2022-01-03 18:20:00,MO04,MO,2.10
2022-01-03 18:52:00,KO01,KO,3.40
2022-01-03 19:06:00,KO06,KO,1.90
2022-01-03 19:12:00,NO05,NO,3.25
2022-01-03 19:34:00,OO03,OO,2.40
2022-01-03 19:51:00,NO14,NO,4.15
2022-01-03 19:53:00,AM06,AM,3.60
2022-01-03 20:15:00,NAO22,NAO,2.50
2022-01-03 20:41:00,EG15,EG,1.20
2022-01-03 20:58:00,EG20,EG,1.40
2022-01-03 22:30:00,EG18,EG,2.10
2022-01-03 22:55:00,KO05,KO,1.90
2022-01-03 23:00:00,KO02,KO,3.40
2022-01-03 23:56:00,OO06,OO,3.50
2022-01-04 01:35:00,EG36,EG,1.00
2022-01-04 01:43:00,AM03,AM,2.20
2022-01-04 02:08:00,NAO28,NAO,2.50
2022-01-04 02:46:00,AM01,AM,2.00
2022-01-04 02:50:00,NAO13,NAO,2.50
2022-01-04 02:51:00,KO08,KO,1.85
2022-01-04 02:59:00,AM04,AM,2.20
2022-01-04 03:11:00,KO02,KO,3.40
2022-01-04 03:17:00,NAO09,NAO,2.50
2022-01-04 03:18:00,NAO05,NAO,2.50
2022-01-04 03:33:00,NAO25,NAO,2.50
2022-01-04 04:01:00,NO07,NO,3.55
2022-01-04 04:55:00,NAO07,NAO,2.50
2022-01-04 04:59:00,NAO07,NAO,2.50
2022-01-04 05:01:00,OO07,OO,1.90
2022-01-04 05:04:00,EG08,EG,1.80
2022-01-04 05:17:00,NAO39,NAO,2.50
2022-01-04 05:29:00,NO06,NO,3.25
2022-01-04 05:49:00,OO01,OO,2.30
2022-01-04 05:58:00,GE02,GE,14.70
2022-01-04 06:04:00,KO02,KO,3.40
2022-01-04 06:09:00,EG10,EG,0.90
2022-01-04 06:12:00,EG37,EG,1.40
2022-01-04 06:18:00,NAO39,NAO,2.50
2022-01-04 07:04:00,NAO32,NAO,2.50
2022-01-04 07:06:00,NAO40,NAO,2.50
2022-01-04 07:26:00,NO13,NO,4.15
2022-01-04 07:59:00,AM02,AM,2.00
2022-01-04 08:23:00,EG06,EG,1.70
2022-01-04 08:31:00,NO10,NO,4.20
2022-01-04 08:46:00,NO10,NO,4.20
2022-01-04 09:27:00,NO05,NO,3.25
2022-01-04 09:41:00,NAO39,NAO,2.50
2022-01-04 10:02:00,NO06,NO,3.25
2022-01-04 11:53:00,OO10,OO,2.50
2022-01-04 12:05:00,GE02,GE,14.70
2022-01-04 12:24:00,EG21,EG,1.60
2022-01-04 13:20:00,OO04,OO,2.40
2022-01-04 13:35:00,EG17,EG,2.10
2022-01-04 13:58:00,NO12,NO,3.35
2022-01-04 14:02:00,NAO04,NAO,2.50
2022-01-04 14:10:00,NAO14,NAO,2.50
2022-01-04 14:47:00,MO05,MO,2.60
2022-01-04 14:56:00,NO10,NO,4.20
2022-01-04 15:03:00,EG12,EG,0.50
2022-01-04 15:14:00,KO08,KO,1.85
2022-01-04 15:49:00,MO10,MO,2.70
2022-01-04 15:52:00,EG25,EG,1.80
2022-01-04 16:00:00,AM10,AM,3.10
2022-01-04 17:38:00,AM06,AM,3.60
2022-01-04 17:41:00,NO06,NO,3.25
2022-01-04 17:41:00,OO03,OO,2.40
2022-01-04 18:00:00,KO09,KO,2.05
2022-01-04 18:01:00,AM09,AM,3.10
2022-01-04 18:01:00,NAO08,NAO,2.50
2022-01-04 18:36:00,NAO20,NAO,2.50
2022-01-04 19:02:00,KO05,KO,1.90
2022-01-04 19:11:00,EG33,EG,2.00
2022-01-04 20:38:00,EG20,EG,1.40
2022-01-04 21:15:00,OO06,OO,3.50
2022-01-04 21:45:00,NO02,NO,3.85
2022-01-04 21:51:00,AM05,AM,3.60
2022-01-04 21:55:00,KO05,KO,1.90
2022-01-04 22:53:00,AM07,AM,2.80
2022-01-04 23:24:00,MO02,MO,1.35
2022-01-04 23:25:00,NAO32,NAO,2.50
2022-01-04 23:48:00,OO06,OO,3.50
2022-01-05 00:14:00,MO09,MO,2.70
2022-01-05 01:01:00,AM03,AM,2.20
2022-01-05 01:05:00,EG22,EG,1.60
2022-01-05 01:19:00,GE02,GE,14.70
2022-01-05 01:50:00,EG01,EG,3.00
2022-01-05 02:07:00,EG21,EG,1.60
2022-01-05 02:31:00,EG33,EG,2.00
2022-01-05 02:34:00,EG29,EG,1.50
2022-01-05 02:38:00,NO11,NO,3.35
2022-01-05 02:40:00,NO07,NO,3.55
2022-01-05 02:42:00,OO08,OO,1.90
2022-01-05 02:53:00,NO06,NO,3.25
2022-01-05 03:11:00,NO14,NO,4.15
2022-01-05 03:17:00,NO14,NO,4.15
2022-01-05 03:39:00,AM05,AM,3.60
2022-01-05 03:59:00,EG22,EG,1.60
2022-01-05 04:01:00,NO10,NO,4.20
2022-01-05 04:08:00,NO11,NO,3.35
2022-01-05 04:16:00,NO05,NO,3.25
2022-01-05 05:22:00,NO06,NO,3.25
2022-01-05 05:28:00,NAO21,NAO,2.50
2022-01-05 06:15:00,EG10,EG,0.90
2022-01-05 06:25:00,AM07,AM,2.80
2022-01-05 06:28:00,EG03,EG,1.20
2022-01-05 06:48:00,NAO35,NAO,2.50
2022-01-05 06:50:00,KO07,KO,1.85
2022-01-05 07:21:00,EG11,EG,0.50
2022-01-05 07:40:00,NO01,NO,3.85
2022-01-05 08:00:00,KO09,KO,2.05
2022-01-05 08:04:00,NO01,NO,3.85
2022-01-05 08:11:00,EG31,EG,1.40
2022-01-05 09:27:00,NAO41,NAO,2.50
2022-01-05 09:42:00,NAO25,NAO,2.50
2022-01-05 10:22:00,EG02,EG,3.00
2022-01-05 11:01:00,NO04,NO,3.25
2022-01-05 11:36:00,MO02,MO,1.35
2022-01-05 11:47:00,NAO18,NAO,2.50
2022-01-05 12:34:00,AM05,AM,3.60
2022-01-05 12:38:00,OO10,OO,2.50
2022-01-05 12:40:00,EG14,EG,1.20
2022-01-05 12:57:00,MO09,MO,2.70
2022-01-05 13:19:00,EG03,EG,1.20
2022-01-05 13:48:00,AM04,AM,2.20
2022-01-05 14:00:00,AM08,AM,2.80
2022-01-05 14:16:00,OO04,OO,2.40
2022-01-05 15:54:00,NAO32,NAO,2.50
2022-01-05 16:21:00,KO05,KO,1.90
2022-01-05 16:56:00,NAO02,NAO,2.50
2022-01-05 17:25:00,NO03,NO,3.25
2022-01-05 18:19:00,EG11,EG,0.50
2022-01-05 18:23:00,NAO37,NAO,2.50
2022-01-05 18:55:00,OO04,OO,2.40
2022-01-05 19:00:00,NAO21,NAO,2.50
2022-01-05 19:21:00,NO06,NO,3.25
2022-01-05 19:26:00,EG19,EG,1.40
2022-01-05 19:37:00,OO07,OO,1.90
2022-01-05 20:05:00,NO02,NO,3.85
2022-01-05 20:19:00,MO06,MO,2.60
2022-01-05 20:22:00,NO09,NO,4.20
2022-01-05 20:46:00,GE02,GE,14.70
2022-01-05 20:51:00,NAO30,NAO,2.50
2022-01-05 21:08:00,MO04,MO,2.10
2022-01-05 21:32:00,AM10,AM,3.10
2022-01-05 21:40:00,NAO20,NAO,2.50
2022-01-05 22:25:00,OO04,OO,2.40
2022-01-05 22:30:00,NAO30,NAO,2.50
2022-01-05 22:40:00,AM09,AM,3.10
2022-01-05 22:40:00,EG02,EG,3.00
2022-01-05 22:57:00,NO13,NO,4.15
2022-01-05 23:41:00,MO08,MO,3.15
2022-01-06 01:08:00,OO08,OO,1.90
2022-01-06 01:24:00,NAO28,NAO,2.50
2022-01-06 02:19:00,NAO01,NAO,2.50
2022-01-06 02:50:00,OO10,OO,2.50
2022-01-06 02:59:00,EG29,EG,1.50
2022-01-06 03:07:00,NAO01,NAO,2.50
2022-01-06 03:19:00,NAO16,NAO,2.50
2022-01-06 03:34:00,OO05,OO,3.50
2022-01-06 03:37:00,EG17,EG,2.10
2022-01-06 03:40:00,NO05,NO,3.25
2022-01-06 04:34:00,AM06,AM,3.60
2022-01-06 04:34:00,NAO35,NAO,2.50
2022-01-06 05:18:00,NAO35,NAO,2.50
2022-01-06 05:27:00,NO04,NO,3.25
2022-01-06 05:39:00,KO04,KO,2.95
2022-01-06 06:27:00,AM01,AM,2.00
2022-01-06 06:40:00,NO06,NO,3.25
2022-01-06 06:45:00,NAO37,NAO,2.50
2022-01-06 06:54:00,MO10,MO,2.70
2022-01-06 06:57:00,AM10,AM,3.10
2022-01-06 07:04:00,EG22,EG,1.60
2022-01-06 07:19:00,NAO17,NAO,2.50
2022-01-06 07:43:00,KO03,KO,2.95
2022-01-06 08:48:00,EG24,EG,1.40
2022-01-06 09:16:00,AM04,AM,2.20
2022-01-06 09:20:00,KO06,KO,1.90
2022-01-06 09:24:00,AM08,AM,2.80
2022-01-06 09:44:00,NAO37,NAO,2.50
2022-01-06 09:58:00,EG13,EG,1.20
2022-01-06 10:31:00,AM05,AM,3.60
2022-01-06 10:32:00,NAO27,NAO,2.50
2022-01-06 10:33:00,EG38,EG,1.40
2022-01-06 10:54:00,EG32,EG,1.40
2022-01-06 11:03:00,AM02,AM,2.00
2022-01-06 11:47:00,MO07,MO,3.15
2022-01-06 11:59:00,MO06,MO,2.60
2022-01-06 12:49:00,NAO09,NAO,2.50
2022-01-06 13:03:00,NAO30,NAO,2.50
2022-01-06 13:14:00,EG28,EG,1.40
2022-01-06 13:15:00,AM03,AM,2.20
2022-01-06 13:35:00,NO06,NO,3.25
2022-01-06 13:43:00,AM04,AM,2.20
2022-01-06 14:46:00,AM02,AM,2.00
2022-01-06 15:12:00,KO07,KO,1.85
2022-01-06 15:16:00,NO10,NO,4.20
2022-01-06 15:32:00,AM08,AM,2.80
2022-01-06 15:38:00,EG10,EG,0.90
2022-01-06 15:54:00,EG09,EG,0.90
2022-01-06 16:01:00,NAO08,NAO,2.50
2022-01-06 16:10:00,AM02,AM,2.00
2022-01-06 16:36:00,AM06,AM,3.60
2022-01-06 16:38:00,OO02,OO,2.30
2022-01-06 16:44:00,NAO34,NAO,2.50
2022-01-06 17:00:00,OO07,OO,1.90
2022-01-06 17:23:00,KO10,KO,2.05
2022-01-06 17:25:00,NAO04,NAO,2.50
2022-01-06 18:11:00,NAO02,NAO,2.50
2022-01-06 18:56:00,OO01,OO,2.30
2022-01-06 18:59:00,NAO20,NAO,2.50
2022-01-06 19:18:00,KO10,KO,2.05
2022-01-06 19:28:00,EG25,EG,1.80
2022-01-06 19:40:00,AM10,AM,3.10
2022-01-06 19:53:00,AM06,AM,3.60
2022-01-06 20:05:00,NAO11,NAO,2.50
2022-01-06 20:15:00,AM03,AM,2.20
2022-01-06 20:27:00,AM01,AM,2.00
2022-01-06 20:34:00,NAO04,NAO,2.50
2022-01-06 20:47:00,KO09,KO,2.05
2022-01-06 21:08:00,MO10,MO,2.70
2022-01-06 21:10:00,NO01,NO,3.85
2022-01-06 21:34:00,EG19,EG,1.40
2022-01-06 21:38:00,NAO17,NAO,2.50
2022-01-06 22:09:00,KO04,KO,2.95
2022-01-06 22:11:00,NAO07,NAO,2.50
2022-01-06 22:23:00,NO02,NO,3.85
2022-01-06 22:34:00,NAO06,NAO,2.50
2022-01-06 22:35:00,NO02,NO,3.85
2022-01-06 22:37:00,EG21,EG,1.60
2022-01-06 22:37:00,NAO27,NAO,2.50
2022-01-06 23:24:00,EG18,EG,2.10
2022-01-06 23:38:00,EG09,EG,0.90
2022-01-07 00:00:00,AM04,AM,2.20
2022-01-07 00:47:00,OO08,OO,1.90
2022-01-07 01:02:00,AM09,AM,3.10
2022-01-07 02:29:00,KO06,KO,1.90
2022-01-07 02:51:00,AM03,AM,2.20
2022-01-07 03:06:00,EG10,EG,0.90
2022-01-07 04:13:00,OO10,OO,2.50
2022-01-07 04:40:00,OO03,OO,2.40
2022-01-07 04:46:00,NO10,NO,4.20
2022-01-07 05:01:00,OO09,OO,2.50
2022-01-07 05:54:00,MO01,MO,1.35
2022-01-07 06:02:00,NAO19,NAO,2.50
2022-01-07 06:07:00,OO05,OO,3.50
2022-01-07 06:29:00,EG08,EG,1.80
2022-01-07 07:10:00,OO02,OO,2.30
2022-01-07 08:00:00,AM06,AM,3.60
2022-01-07 08:29:00,OO01,OO,2.30
2022-01-07 09:15:00,NO04,NO,3.25
2022-01-07 09:22:00,EG34,EG,2.00
2022-01-07 09:44:00,NAO37,NAO,2.50
2022-01-07 09:47:00,NAO39,NAO,2.50
2022-01-07 10:06:00,EG06,EG,1.70
2022-01-07 10:26:00,NAO15,NAO,2.50
2022-01-07 10:32:00,NAO37,NAO,2.50
2022-01-07 10:39:00,KO03,KO,2.95
2022-01-07 10:56:00,OO06,OO,3.50
2022-01-07 11:32:00,NO07,NO,3.55
2022-01-07 12:01:00,EG21,EG,1.60
2022-01-07 12:25:00,NAO29,NAO,2.50
2022-01-07 12:26:00,OO07,OO,1.90
2022-01-07 13:11:00,NAO12,NAO,2.50
2022-01-07 13:13:00,EG02,EG,3.00
2022-01-07 13:53:00,AM07,AM,2.80
2022-01-07 13:56:00,EG28,EG,1.40
2022-01-07 14:12:00,EG09,EG,0.90
2022-01-07 14:26:00,OO03,OO,2.40
2022-01-07 14:53:00,OO06,OO,3.50
2022-01-07 15:03:00,OO06,OO,3.50
2022-01-07 15:20:00,NAO16,NAO,2.50
2022-01-07 15:33:00,NAO04,NAO,2.50
2022-01-07 16:04:00,NAO33,NAO,2.50
2022-01-07 16:57:00,AM07,AM,2.80
2022-01-07 16:58:00,NO02,NO,3.85
2022-01-07 18:08:00,EG30,EG,1.50
2022-01-07 18:40:00,OO10,OO,2.50
2022-01-07 19:00:00,AM02,AM,2.00
2022-01-07 19:28:00,KO09,KO,2.05
2022-01-07 19:58:00,EG29,EG,1.50
2022-01-07 19:58:00,NAO39,NAO,2.50
2022-01-07 20:03:00,OO02,OO,2.30
2022-01-07 20:43:00,AM08,AM,2.80
2022-01-07 21:38:00,EG18,EG,2.10
2022-01-07 21:49:00,EG08,EG,1.80
2022-01-07 22:15:00,NAO32,NAO,2.50
2022-01-07 22:37:00,KO03,KO,2.95
2022-01-07 23:40:00,EG10,EG,0.90
2022-01-07 23:46:00,NAO21,NAO,2.50
2022-01-07 23:59:00,MO03,MO,2.10
2022-01-08 00:00:00,KO01,KO,3.40
2022-01-08 00:28:00,NAO21,NAO,2.50
2022-01-08 01:34:00,NO05,NO,3.25
2022-01-08 01:47:00,EG34,EG,2.00
2022-01-08 01:55:00,AM08,AM,2.80
2022-01-08 01:59:00,AM05,AM,3.60
2022-01-08 02:06:00,NAO07,NAO,2.50
2022-01-08 02:09:00,NAO26,NAO,2.50
2022-01-08 02:13:00,EG21,EG,1.60
2022-01-08 03:14:00,GE02,GE,14.70
2022-01-08 03:16:00,NAO12,NAO,2.50
2022-01-08 03:16:00,NAO26,NAO,2.50
2022-01-08 03:22:00,AM04,AM,2.20
2022-01-08 03:48:00,KO01,KO,3.40
2022-01-08 03:49:00,KO01,KO,3.40
2022-01-08 04:05:00,NO11,NO,3.35
2022-01-08 04:18:00,OO07,OO,1.90
2022-01-08 04:19:00,NAO24,NAO,2.50
2022-01-08 04:41:00,OO03,OO,2.40
2022-01-08 04:44:00,EG19,EG,1.40
2022-01-08 05:02:00,OO03,OO,2.40
2022-01-08 05:35:00,AM04,AM,2.20
2022-01-08 05:42:00,AM09,AM,3.10
2022-01-08 06:00:00,OO08,OO,1.90
2022-01-08 06:24:00,EG29,EG,1.50
2022-01-08 07:13:00,NO03,NO,3.25
2022-01-08 07:53:00,NAO16,NAO,2.50
2022-01-08 07:56:00,OO05,OO,3.50
2022-01-08 07:58:00,NAO41,NAO,2.50
2022-01-08 09:14:00,OO07,OO,1.90
2022-01-08 09:55:00,EG24,EG,1.40
2022-01-08 09:57:00,AM01,AM,2.00
2022-01-08 10:20:00,EG06,EG,1.70
2022-01-08 10:32:00,NO02,NO,3.85
2022-01-08 10:59:00,EG19,EG,1.40
2022-01-08 11:08:00,OO05,OO,3.50
2022-01-08 11:09:00,KO09,KO,2.05
2022-01-08 11:14:00,OO02,OO,2.30
2022-01-08 11:41:00,NAO23,NAO,2.50
2022-01-08 12:00:00,NAO39,NAO,2.50
2022-01-08 12:04:00,KO02,KO,3.40
2022-01-08 12:10:00,NAO21,NAO,2.50
2022-01-08 12:26:00,NAO09,NAO,2.50
2022-01-08 12:56:00,NO08,NO,3.55
2022-01-08 13:12:00,NAO28,NAO,2.50
2022-01-08 13:15:00,NAO12,NAO,2.50
2022-01-08 14:09:00,EG21,EG,1.60
2022-01-08 14:49:00,NO08,NO,3.55
2022-01-08 15:15:00,NO04,NO,3.25
2022-01-08 15:33:00,OO06,OO,3.50
2022-01-08 15:45:00,NO01,NO,3.85
2022-01-08 16:10:00,EG06,EG,1.70
2022-01-08 16:10:00,OO07,OO,1.90
2022-01-08 16:48:00,NO10,NO,4.20
2022-01-08 17:05:00,KO05,KO,1.90
2022-01-08 17:38:00,NAO10,NAO,2.50
2022-01-08 18:04:00,NAO18,NAO,2.50
2022-01-08 18:58:00,NO05,NO,3.25
2022-01-08 18:59:00,KO02,KO,3.40
2022-01-08 19:53:00,NAO24,NAO,2.50
2022-01-08 20:03:00,NAO26,NAO,2.50
2022-01-08 20:20:00,NO09,NO,4.20
2022-01-08 20:57:00,NO14,NO,4.15
2022-01-08 21:01:00,KO09,KO,2.05
2022-01-08 21:08:00,KO03,KO,2.95
2022-01-08 21:21:00,EG25,EG,1.80
2022-01-08 22:01:00,KO05,KO,1.90
2022-01-08 22:03:00,EG05,EG,1.70
2022-01-08 22:23:00,KO04,KO,2.95
2022-01-08 22:24:00,KO07,KO,1.85
2022-01-08 22:55:00,NO03,NO,3.25
2022-01-08 22:57:00,OO06,OO,3.50
2022-01-08 23:06:00,OO07,OO,1.90
2022-01-08 23:08:00,NO02,NO,3.85
2022-01-08 23:10:00,NAO26,NAO,2.50
2022-01-08 23:14:00,EG35,EG,1.00
2022-01-08 23:42:00,EG07,EG,1.80
2022-01-09 00:59:00,NAO29,NAO,2.50
2022-01-09 01:31:00,OO03,OO,2.40
2022-01-09 01:35:00,OO02,OO,2.30
2022-01-09 02:03:00,NO02,NO,3.85
2022-01-09 02:38:00,MO09,MO,2.70
2022-01-09 02:40:00,MO11,MO,2.05
2022-01-09 02:52:00,EG06,EG,1.70
2022-01-09 03:30:00,EG25,EG,1.80
2022-01-09 03:31:00,NO13,NO,4.15
2022-01-09 03:57:00,NAO20,NAO,2.50
2022-01-09 05:04:00,EG14,EG,1.20
2022-01-09 05:25:00,AM09,AM,3.10
2022-01-09 06:04:00,EG07,EG,1.80
2022-01-09 06:16:00,NAO06,NAO,2.50
