OpID,Operator,TollID,Name,PM,Locality,Road,Lat,Long,Email,Price1,Price2,Price3,Price4
AM,Meridian Motorways,AM18,Σταθμός Διοδίων Μεγάλου Μοναστηρίου Πλευρικά (Από Αθήνα),ΠΛ,Λάρισας-Μεγάλο Μοναστήρι,Α/Δ Αθηνών-Θεσσαλονίκης,39.44227,22.68931,operator-am@toll-analysis.example,1.20,1.70,5.00,7.00
AM,Meridian Motorways,AM19,Σταθμός Διοδίων Μεγάλου Μοναστηρίου Πλευρικά (Προς Αθήνα),ΠΛ,Λάρισας-Μεγάλο Μοναστήρι,Α/Δ Αθηνών-Θεσσαλονίκης,39.44117,22.68652,operator-am@toll-analysis.example,1.20,1.70,5.00,7.00
AM,Meridian Motorways,AM20,Σταθμός Διοδίων Πυργετού Πλευρικά (Προς Αθήνα),ΠΛ,Λάρισας-Πυργετός,Α/Δ Αθηνών-Θεσσαλονίκης,39.90926,22.62438,operator-am@toll-analysis.example,1.00,1.50,4.50,6.30
AM,Meridian Motorways,AM21,Σταθμός Διοδίων Πυργετού Πλευρικά (Προς Θεσσαλονίκη),ΠΛ,Λάρισας-Πυργετός,Α/Δ Αθηνών-Θεσσαλονίκης,39.90894,22.62438,operator-am@toll-analysis.example,1.00,1.50,4.50,6.30
AM,Meridian Motorways,AM22,Σταθμός Διοδίων Βελεστίνου Πλευρικά (Από Αθήνα),ΠΛ,Μαγνησίας-Βελεστίνο,Α/Δ Αθηνών-Θεσσαλονίκης,39.38855,22.76817,operator-am@toll-analysis.example,0.80,1.10,3.30,4.60
AM,Meridian Motorways,AM23,Σταθμός Διοδίων Βελεστίνου Πλευρικά (Προς Αθήνα),ΠΛ,Μαγνησίας-Βελεστίνο,Α/Δ Αθηνών-Θεσσαλονίκης,39.38900,22.76446,operator-am@toll-analysis.example,0.80,1.10,3.30,4.60
AM,Meridian Motorways,AM24,Σταθμός Διοδίων Βελεστίνου Πλευρικά (Προς Αθήνα),ΠΛ,Μαγνησίας-Βελεστίνο,Α/Δ Αθηνών-Θεσσαλονίκης,39.39075,22.76492,operator-am@toll-analysis.example,0.80,1.10,3.30,4.60
AM,Meridian Motorways,AM25,Σταθμός Διοδίων Λεπτοκαρυάς Πλευρικά (Από Θεσσαλονίκη),ΠΛ,Πιερίας-Λεπτοκαρυά,Α/Δ Αθηνών-Θεσσαλονίκης,40.04498,22.56406,operator-am@toll-analysis.example,1.10,1.60,4.90,6.80
AM,Meridian Motorways,AM26,Σταθμός Διοδίων Λεπτοκαρυάς Πλευρικά (Προς Θεσσαλονίκη),ΠΛ,Πιερίας-Λεπτοκαρυά,Α/Δ Αθηνών-Θεσσαλονίκης,40.04503,22.56537,operator-am@toll-analysis.example,1.10,1.60,4.90,6.80
AM,Meridian Motorways,AM27,Σταθμός Διοδίων Πλαταμώνα Πλευρικά (Από Αθήνα),ΠΛ,Πιερίας-Πλαταμώνας,Α/Δ Αθηνών-Θεσσαλονίκης,39.98173,22.62521,operator-am@toll-analysis.example,0.40,0.60,1.80,2.50
AM,Meridian Motorways,AM28,Σταθμός Διοδίων Πλαταμώνα Πλευρικά (Προς Αθήνα),ΠΛ,Πιερίας-Πλαταμώνας,Α/Δ Αθηνών-Θεσσαλονίκης,39.98173,22.62488,operator-am@toll-analysis.example,0.40,0.60,1.80,2.50
AM,Meridian Motorways,AM29,Σταθμός Διοδίων Γλύφας Πλευρικά (Από Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Γλύφα,Α/Δ Αθηνών-Θεσσαλονίκης,38.94941,22.87566,operator-am@toll-analysis.example,1.60,2.30,6.90,9.60
AM,Meridian Motorways,AM30,Σταθμός Διοδίων Γλύφας Πλευρικά (Προς Θεσσαλονίκη),ΠΛ,Φθιώτιδος-Γλύφα,Α/Δ Αθηνών-Θεσσαλονίκης,38.94799,22.87658,operator-am@toll-analysis.example,1.60,2.30,6.90,9.60
EG,Northern Corridor,EG01,Σταθμός Διοδίων Σήραγγας Ακτίου Μετωπικά (Προς Αγρίνιο),ΜΤ,Αιτωλοακαρνανίας-Άκτιο,Ακτίου-Πρέβεζας,38.94008,20.76598,operator-eg@toll-analysis.example,0.70,3.00,7.50,10.50
EG,Northern Corridor,EG02,Σταθμός Διοδίων Σήραγγας Ακτίου Μετωπικά (Προς Πρέβεζα),ΜΤ,Αιτωλοακαρνανίας-Άκτιο,Ακτίου-Πρέβεζας,38.94000,20.76634,operator-eg@toll-analysis.example,0.70,3.00,7.50,10.50
EG,Northern Corridor,EG03,Σταθμός Διοδίων Αρδανίου Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Έβρου-Αρδάνι,Εγνατία Οδός,40.94466,26.20525,operator-eg@toll-analysis.example,0.80,1.20,3.00,4.20
EG,Northern Corridor,EG04,Σταθμός Διοδίων Αρδανίου Μετωπικά (Προς Κήπους),ΜΤ,Έβρου-Αρδάνι,Εγνατία Οδός,40.94448,26.20509,operator-eg@toll-analysis.example,0.80,1.20,3.00,4.20
EG,Northern Corridor,EG05,Σταθμός Διοδίων Μεστής Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Έβρου-Μεστή,Εγνατία Οδός,41.01349,25.53327,operator-eg@toll-analysis.example,1.20,1.70,4.30,6.00
EG,Northern Corridor,EG06,Σταθμός Διοδίων Μεστής Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Έβρου-Μεστή,Εγνατία Οδός,41.01347,25.53349,operator-eg@toll-analysis.example,1.20,1.70,4.30,6.00
EG,Northern Corridor,EG07,Σταθμός Διοδίων Ανάληψης Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Θεσσαλονίκης-Ανάληψη,Εγνατία Οδός,40.70685,23.19131,operator-eg@toll-analysis.example,1.30,1.80,4.50,6.30
EG,Northern Corridor,EG08,Σταθμός Διοδίων Ανάληψης Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Θεσσαλονίκης-Ανάληψη,Εγνατία Οδός,40.70687,23.19166,operator-eg@toll-analysis.example,1.30,1.80,4.50,6.30
EG,Northern Corridor,EG09,Σταθμός Διοδίων Ασπροβάλτας Μετωπικά (Προς Αλεξανδρούπολη),ΜΤ,Θεσσαλονίκης-Ασπροβάλτα,Εγνατία Οδός,40.72626,23.69369,operator-eg@toll-analysis.example,0.60,0.90,2.30,3.20
EG,Northern Corridor,EG10,Σταθμός Διοδίων Ασπροβάλτας Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Θεσσαλονίκης-Ασπροβάλτα,Εγνατία Οδός,40.72651,23.69370,operator-eg@toll-analysis.example,0.60,0.90,2.30,3.20
EG,Northern Corridor,EG11,Σταθμός Διοδίων Θεσσαλονίκης Μετωπικά (Προς Αλεξανδρούπολη),ΜΤ,Θεσσαλονίκης-Θεσσαλονίκη,Εγνατία Οδός,40.69605,22.89561,operator-eg@toll-analysis.example,0.30,0.50,1.00,1.50
EG,Northern Corridor,EG12,Σταθμός Διοδίων Θεσσαλονίκης Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Θεσσαλονίκης-Θεσσαλονίκη,Εγνατία Οδός,40.69621,22.89602,operator-eg@toll-analysis.example,0.30,0.50,1.00,1.50
EG,Northern Corridor,EG13,Σταθμός Διοδίων Μαλγάρων Μετωπικά (Προς Αθήνα),ΜΤ,Θεσσαλονίκης-Μάλγαρα,Α/Δ Αθηνών-Θεσσαλονίκης,40.60257,22.69825,operator-eg@toll-analysis.example,0.80,1.20,3.00,4.20
EG,Northern Corridor,EG14,Σταθμός Διοδίων Μαλγάρων Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Θεσσαλονίκης-Μάλγαρα,Α/Δ Αθηνών-Θεσσαλονίκης,40.60222,22.69828,operator-eg@toll-analysis.example,0.80,1.20,3.00,4.20
EG,Northern Corridor,EG15,Σταθμός Διοδίων Παμβώτιδας Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Ιωαννίνων-Ιωάννινα,Εγνατία Οδός,39.61861,20.94787,operator-eg@toll-analysis.example,0.80,1.20,3.00,4.20
EG,Northern Corridor,EG16,Σταθμός Διοδίων Παμβώτιδας Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Ιωαννίνων-Ιωάννινα,Εγνατία Οδός,39.61887,20.94798,operator-eg@toll-analysis.example,0.80,1.20,3.00,4.20
EG,Northern Corridor,EG17,Σταθμός Διοδίων Τύριας Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Ιωαννίνων-Τύρια,Εγνατία Οδός,39.54018,20.67424,operator-eg@toll-analysis.example,1.50,2.10,5.30,7.40
EG,Northern Corridor,EG18,Σταθμός Διοδίων Τύριας Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Ιωαννίνων-Τύρια,Εγνατία Οδός,39.54018,20.67446,operator-eg@toll-analysis.example,1.50,2.10,5.30,7.40
EG,Northern Corridor,EG19,Σταθμός Διοδίων Καβάλας Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Καβάλας-Άσπρη Άμμος,Εγνατία Οδός,40.95970,24.47231,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG20,Σταθμός Διοδίων Καβάλας Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Καβάλας-Άσπρη Άμμος,Εγνατία Οδός,40.95996,24.47252,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG21,Σταθμός Διοδίων Μουσθένης Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Καβάλας-Μουσθένη,Εγνατία Οδός,40.85810,24.16227,operator-eg@toll-analysis.example,1.10,1.60,4.00,5.60
EG,Northern Corridor,EG22,Σταθμός Διοδίων Μουσθένης Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Καβάλας-Μουσθένη,Εγνατία Οδός,40.85828,24.16236,operator-eg@toll-analysis.example,1.10,1.60,4.00,5.60
EG,Northern Corridor,EG23,Σταθμός Διοδίων Ιεροπηγής Μετωπικά (Προς Κρυσταλλοπηγή),ΜΤ,Καστοριάς-Ιεροπηγή,Α/Δ Σιάτιστας-Κρυσταλλοπηγής,40.57450,21.06155,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG24,Σταθμός Διοδίων Ιεροπηγής Μετωπικά (Προς Σιάτιστα),ΜΤ,Καστοριάς-Ιεροπηγή,Α/Δ Σιάτιστας-Κρυσταλλοπηγής,40.57463,21.06136,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG25,Σταθμός Διοδίων Ευζώνων Μετωπικά (Προς Μάλγαρα),ΜΤ,Κιλκίς-Εύζωνοι,Α/Δ ΠΑΘΕ,41.10873,22.55840,operator-eg@toll-analysis.example,1.30,1.80,4.50,6.30
EG,Northern Corridor,EG26,Σταθμός Διοδίων Ευζώνων Μετωπικά (Προς Σύνορα),ΜΤ,Κιλκίς-Εύζωνοι,Α/Δ ΠΑΘΕ,41.10865,22.55872,operator-eg@toll-analysis.example,1.30,1.80,4.50,6.30
EG,Northern Corridor,EG27,Σταθμός Διοδίων Πολύμυλου Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Κοζάνης-Πολύμυλος,Εγνατία Οδός,40.36719,22.06011,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG28,Σταθμός Διοδίων Πολύμυλου Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Κοζάνης-Πολύμυλος,Εγνατία Οδός,40.36724,22.06038,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG29,Σταθμός Διοδίων Σιάτιστας Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Κοζάνης-Σιάτιστα,Εγνατία Οδός,40.25640,21.63294,operator-eg@toll-analysis.example,1.10,1.50,3.80,5.30
EG,Northern Corridor,EG30,Σταθμός Διοδίων Σιάτιστας Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Κοζάνης-Σιάτιστα,Εγνατία Οδός,40.25663,21.63296,operator-eg@toll-analysis.example,1.10,1.50,3.80,5.30
EG,Northern Corridor,EG31,Σταθμός Διοδίων Ίασμου Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Ροδόπης-Ίασμος,Εγνατία Οδός,41.12035,25.08013,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG32,Σταθμός Διοδίων Ίασμου Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Ροδόπης-Ίασμος,Εγνατία Οδός,41.12048,25.08019,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG33,Σταθμός Διοδίων Προμαχώνα Μετωπικά (Προς Προμαχώνα),ΜΤ,Σερρών-Προμαχώνας,Α/Δ Σερρών-Προμαχώνα,41.36410,23.35685,operator-eg@toll-analysis.example,1.40,2.00,5.00,7.00
EG,Northern Corridor,EG34,Σταθμός Διοδίων Προμαχώνα Μετωπικά (Προς Σέρρες),ΜΤ,Σερρών-Προμαχώνας,Α/Δ Σερρών-Προμαχώνα,41.36428,23.35673,operator-eg@toll-analysis.example,1.40,2.00,5.00,7.00
EG,Northern Corridor,EG35,Σταθμός Διοδίων Στρυμονικού Μετωπικά (Προς Θεσσαλονίκη),ΜΤ,Σερρών-Στρυμονικό,Α/Δ Θεσσαλονίκης-Σερρών,41.04377,23.29506,operator-eg@toll-analysis.example,0.70,1.00,2.50,3.50
EG,Northern Corridor,EG36,Σταθμός Διοδίων Στρυμονικού Μετωπικά (Προς Σέρρες),ΜΤ,Σερρών-Στρυμονικό,Α/Δ Θεσσαλονίκης-Σερρών,41.04362,23.29504,operator-eg@toll-analysis.example,0.70,1.00,2.50,3.50
EG,Northern Corridor,EG37,Σταθμός Διοδίων Μαλακασίου Μετωπικά (Προς Αλεξ/πολη),ΜΤ,Τρικάλων-Μαλακάσι,Εγνατία Οδός,39.78944,21.26681,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG38,Σταθμός Διοδίων Μαλακασίου Μετωπικά (Προς Ηγουμενίτσα),ΜΤ,Τρικάλων-Μαλακάσι,Εγνατία Οδός,39.78979,21.26626,operator-eg@toll-analysis.example,1.00,1.40,3.50,4.90
EG,Northern Corridor,EG39,Σταθμός Διοδίων Μεστής Πλευρικά (Από Αλεξ/πολη),ΠΛ,Έβρου-Μεστή,Εγνατία Οδός,40.96176,25.64339,operator-eg@toll-analysis.example,0.60,0.80,2.00,2.80
EG,Northern Corridor,EG40,Σταθμός Διοδίων Μεστής Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Έβρου-Μεστή,Εγνατία Οδός,40.96122,25.64278,operator-eg@toll-analysis.example,0.60,0.80,2.00,2.80
EG,Northern Corridor,EG41,Σταθμός Διοδίων Βαϊοχωρίου Πλευρικά (Από Αλεξ/πολη),ΠΛ,Θεσσαλονίκης-Βαϊοχώρι,Εγνατία Οδός,40.70133,23.37106,operator-eg@toll-analysis.example,0.40,0.60,1.50,2.10
EG,Northern Corridor,EG42,Σταθμός Διοδίων Βαϊοχωρίου Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Θεσσαλονίκης-Βαϊοχώρι,Εγνατία Οδός,40.70003,23.37042,operator-eg@toll-analysis.example,0.40,0.60,1.50,2.10
EG,Northern Corridor,EG43,Σταθμός Διοδίων Λαγκαδά Πλευρικά (Είσοδος Προς Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Λαγυνά,Εγνατία Οδός,40.74036,23.01134,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG44,Σταθμός Διοδίων Λαγκαδά Πλευρικά (Είσοδος Προς Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Λαγυνά,Εγνατία Οδός,40.74041,23.00921,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG45,Σταθμός Διοδίων Λαγκαδά Πλευρικά (Έξοδος Από Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Λαγυνά,Εγνατία Οδός,40.73708,23.00886,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG46,Σταθμός Διοδίων Ασπροβάλτας Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Νέα Βρασνά,Εγνατία Οδός,40.70963,23.68233,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG47,Σταθμός Διοδίων Ασπροβάλτας Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Θεσσαλονίκης-Νέα Βρασνά,Εγνατία Οδός,40.70969,23.68007,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG48,Σταθμός Διοδίων Προφήτη Πλευρικά (Από Αλεξ/πολη),ΠΛ,Θεσσαλονίκης-Προφήτης,Εγνατία Οδός,40.68507,23.25728,operator-eg@toll-analysis.example,0.60,0.90,2.30,3.20
EG,Northern Corridor,EG49,Σταθμός Διοδίων Προφήτη Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Θεσσαλονίκης-Προφήτης,Εγνατία Οδός,40.68298,23.26014,operator-eg@toll-analysis.example,0.60,0.90,2.30,3.20
EG,Northern Corridor,EG50,Σταθμός Διοδίων Αγίου Ανδρέα Πλευρικά (Από Αλεξ/πολη),ΠΛ,Καβάλας-Άγιος Ανδρέας,Εγνατία Οδός,40.87301,24.29632,operator-eg@toll-analysis.example,0.30,0.40,1.00,1.40
EG,Northern Corridor,EG51,Σταθμός Διοδίων Αγίου Ανδρέα Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Καβάλας-Άγιος Ανδρέας,Εγνατία Οδός,40.87425,24.29886,operator-eg@toll-analysis.example,0.30,0.40,1.00,1.40
EG,Northern Corridor,EG52,Σταθμός Διοδίων Άσπρων Χωμάτων Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Καβάλας-Άσπρη Άμμος,Εγνατία Οδός,40.95475,24.46490,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG53,Σταθμός Διοδίων Άσπρων Χωμάτων Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Καβάλας-Άσπρη Άμμος,Εγνατία Οδός,40.95614,24.46335,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG54,Σταθμός Διοδίων Ελευθερούπολης Πλευρικά (Από Αλεξ/πολη),ΠΛ,Καβάλας-Εξοχή,Εγνατία Οδός,40.88656,24.23466,operator-eg@toll-analysis.example,0.50,0.60,1.50,2.10
EG,Northern Corridor,EG55,Σταθμός Διοδίων Ελευθερούπολης Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Καβάλας-Εξοχή,Εγνατία Οδός,40.88405,24.23595,operator-eg@toll-analysis.example,0.50,0.60,1.50,2.10
EG,Northern Corridor,EG56,Σταθμός Διοδίων Μουσθένης Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Καβάλας-Μουσθένη,Εγνατία Οδός,40.83828,24.11487,operator-eg@toll-analysis.example,0.60,0.80,2.00,2.80
EG,Northern Corridor,EG57,Σταθμός Διοδίων Μουσθένης Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Καβάλας-Μουσθένη,Εγνατία Οδός,40.84142,24.11660,operator-eg@toll-analysis.example,0.60,0.80,2.00,2.80
EG,Northern Corridor,EG58,Σταθμός Διοδίων Γαληψού Ορφανίου Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Καβάλας-Ορφάνιο,Εγνατία Οδός,40.78273,23.95742,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG59,Σταθμός Διοδίων Γαληψού Ορφανίου Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Καβάλας-Ορφάνιο,Εγνατία Οδός,40.78738,23.95591,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG60,Σταθμός Διοδίων Πολυκάστρου Πλευρικά (Από Πολύκαστρο),ΠΛ,Κιλκίς-Πολύκαστρο,Α/Δ ΠΑΘΕ,40.98913,22.60377,operator-eg@toll-analysis.example,0.90,1.30,3.30,4.60
EG,Northern Corridor,EG61,Σταθμός Διοδίων Πολυκάστρου Πλευρικά (Προς Πολύκαστρο),ΠΛ,Κιλκίς-Πολύκαστρο,Α/Δ ΠΑΘΕ,40.98902,22.60492,operator-eg@toll-analysis.example,0.90,1.30,3.30,4.60
EG,Northern Corridor,EG62,Σταθμός Διοδίων Καλαμιάς Πλευρικά (Από Αλεξ/πολη),ΠΛ,Κοζάνης-Καλαμιά,Εγνατία Οδός,40.29780,21.68065,operator-eg@toll-analysis.example,0.30,0.40,1.00,1.40
EG,Northern Corridor,EG63,Σταθμός Διοδίων Καλαμιάς Πλευρικά (Προς Αλεξ/πολη),ΠΛ,Κοζάνης-Καλαμιά,Εγνατία Οδός,40.30186,21.69036,operator-eg@toll-analysis.example,0.30,0.40,1.00,1.40
EG,Northern Corridor,EG64,Σταθμός Διοδίων Σιάτιστας Ανατολικά Πλευρικά (Από Ηγουμενίτσα),ΠΛ,Κοζάνης-Σιάτιστα,Εγνατία Οδός,40.23622,21.57988,operator-eg@toll-analysis.example,0.50,0.70,1.80,2.50
EG,Northern Corridor,EG65,Σταθμός Διοδίων Σιάτιστας Ανατολικά Πλευρικά (Προς Ηγουμενίτσα),ΠΛ,Κοζάνης-Σιάτιστα,Εγνατία Οδός,40.23697,21.57984,operator-eg@toll-analysis.example,0.50,0.70,1.80,2.50
EG,Northern Corridor,EG66,Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Ηγουμενίτσα Προς Ξάνθη),ΠΛ,Ξάνθης-Βαφέικα,Εγνατία Οδός,41.09622,24.94660,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG67,Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Ηγουμενίτσα Προς Πόρτο Λάγος),ΠΛ,Ξάνθης-Βαφέικα,Εγνατία Οδός,41.09518,24.94467,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG68,Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Ξάνθη Προς Ηγουμενίτσα),ΠΛ,Ξάνθης-Βαφέικα,Εγνατία Οδός,41.09463,24.93714,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
EG,Northern Corridor,EG69,Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Πόρτο Λάγος Προς Ηγουμενίτσα),ΠΛ,Ξάνθης-Βαφέικα,Εγνατία Οδός,41.09820,24.94494,operator-eg@toll-analysis.example,0.20,0.30,0.80,1.10
